Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-1.72,-5.28,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CN1CCC[C@H]1c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-1.78,-5.34,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN1CCC[C@H]1c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-2.35,-5.91,107,,Human Skin,,,CN1CCC[C@H]1c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-3.76,-7.32,66,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 5.96 g/L of HEPES",CN1CCC[C@H]1c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-2.27,-5.82,66,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 5.96 g/L of HEPES",CN1CCC[C@H]1c1cccnc1
Nicotine,CN1CCC[C@H]1C2=CN=CC=C2,-3.78,-7.34,66,310.15,"Surgery, Breast",Static Franz Cell,"Hanks balanced salt solution with 50 mg/L of gentamicin sulfate, 5.96 g/L of HEPES",CN1CCC[C@H]1c1cccnc1
Nicotinic Acid,C1=CC(=CN=C1)C(=O)O,-1.06,-4.62,16,305.15,Abdominal Human Skin,Static,PBS/Saline,O=C(O)c1cccnc1
Nicotinic Acid,C1=CC(=CN=C1)C(=O)O,-4.62,-8.18,109,305.15,Human Abdominal Skin,Static,PBS,O=C(O)c1cccnc1
Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,-2.79,-6.35,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
Nimesulide,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2,-2.99,-6.55,107,,Human Skin,,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
Nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],1.18,-2.38,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,O=[N+]([O-])c1ccccc1
Nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],-1.29,-4.85,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=[N+]([O-])c1ccccc1
Nitrobenzene,C1=CC=C(C=C1)[N+](=O)[O-],-1.24,-4.8,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=[N+]([O-])c1ccccc1
Nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],-1.65,-5.21,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Nitroglycerin,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],-1.96,-5.52,105,305.15,Human Abdominal Skin,Static,PBS,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
Nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,-4.22,-7.78,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
Nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,-4.42,-7.98,107,,Human Skin,,,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
Nonanol,CCCCCCCCCO,1.78,-1.78,42,303.15,Human Cadaver/Abdominal Skin,Static/Flow,pure water,CCCCCCCCCO
Nonanol,CCCCCCCCCO,-1.22,-4.78,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCCCCCCCO
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,-4.4,-7.96,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CNCCC=C1c2ccccc2CCc2ccccc21
Nortriptyline,CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,-2.88,-6.44,107,,Human Skin,,,CNCCC=C1c2ccccc2CCc2ccccc21
Nortriptyline Hydrocloride,Not found in PubChem,-4.4,-7.96,94,,"Abdominoplasty, Abdomen",Franz Cell,PBS,
O-Chlorophenol,C1=CC=C(C(=C1)O)Cl,-1.48,-5.04,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Oc1ccccc1Cl
O-Cresyl Glycidyl Ether,CC1=CC=CC=C1OCC2CO2,-4.03,-7.59,31,,"Mammaplasty, Breast",Flow Through Cell,Hanks balanced salt solution,Cc1ccccc1OCC1CO1
O-T-Butylphenol,CC(C)(C)C1=CC=CC=C1O,-1.13,-4.69,54,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS with ethanol,CC(C)(C)c1ccccc1O
O-T-Butylphenol,CC(C)(C)C1=CC=CC=C1O,-1.12,-4.68,107,,Human Skin,,,CC(C)(C)c1ccccc1O
Ochratoxin A,C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl,-3.09,-6.64,100,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1
Octanoic Acid,CCCCCCCC(=O)O,-1.6,-5.16,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCCCCC(=O)O
Octanoic Acid,CCCCCCCC(=O)O,-1.62,-5.18,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCCCCC(=O)O
Octanol,CCCCCCCCO,-1.28,-4.84,46,295.15,"Cadaver, Abdomen",Custom Diffusion Chamber,NaCl solution,CCCCCCCCO
Octanol,CCCCCCCCO,-1.17,-4.73,105,305.15,Human Abdominal Skin,Static,PBS,CCCCCCCCO
Octylparaben,CCCCCCCCOC(=O)C1=CC=C(C=C1)O,-2.03,-5.59,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,CCCCCCCCOC(=O)c1ccc(O)cc1
Oleic Acid,CCCCCCCC/C=C\CCCCCCCC(=O)O,-2.88,-6.44,40,,Human Abdominal Skin,Static,0.9% NaCl + 0.01% sodium azide + 6% polyoxyethylene (20) oleyl ether,CCCCCCCC/C=C\CCCCCCCC(=O)O
Ouabain,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,-6.11,-9.67,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
Ouabain,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,-6.1,-9.66,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
Ouabain,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,-5.76,-9.32,109,305.15,Human Abdominal Skin,Static,PBS,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O
Oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,-2.81,-6.37,5,305.15,Abdominal Human Skin,Static,isotonic phosphate buffer,C=CCOc1ccccc1OCC(O)CNC(C)C
Oxycodone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,-2.87,-6.43,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
Oxycodone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,-3.03,-6.59,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
Oxymorphone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O,-4.18,-7.73,75,310.15,"Surgery, Abdomen",Static Franz Cell,PBS with sodium azide,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
P-Aminobenzoic Acid,C1=CC(=CC=C1C(=O)O)N,-3.36,-6.92,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Nc1ccc(C(=O)O)cc1
P-Aminophenol,C1=CC(=CC=C1N)O,-2.17,-5.73,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(O)cc1
P-Aminophenol,C1=CC(=CC=C1N)O,-0.89,-4.44,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(O)cc1
P-Bromophenol,C1=CC(=CC=C1O)Br,-1.44,-5,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Oc1ccc(Br)cc1
P-Chloroaniline,C1=CC(=CC=C1N)Cl,-1.43,-4.99,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(Cl)cc1
P-Chloroaniline,C1=CC(=CC=C1N)Cl,-1.44,-5,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Nc1ccc(Cl)cc1
P-Chlorophenol,C1=CC(=CC=C1O)Cl,-1.44,-5,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Oc1ccc(Cl)cc1
P-Chlorophenol,C1=CC(=CC=C1O)Cl,-1.2,-4.76,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,Oc1ccc(Cl)cc1
P-Ethylphenol,CCC1=CC=C(C=C1)O,-1.46,-5.02,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCc1ccc(O)cc1
P-Ethylphenol,CCC1=CC=C(C=C1)O,-1.45,-5.01,49,298.15,"Cadaver, Abdomen",Pyrex Cell,glass distilled water,CCc1ccc(O)cc1
P-Ethylphenol,CCC1=CC=C(C=C1)O,-1.21,-4.77,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCc1ccc(O)cc1
P-N-Butylphenol,CCCCC1=CC=C(C=C1)O,-1.11,-4.67,54,305.15,"Abdominoplasty, Abdomen",Franz Cell,PBS with ethanol,CCCCc1ccc(O)cc1
P-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O,-2.25,-5.81,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,O=[N+]([O-])c1ccc(O)cc1
P-Tolunitrile,CC1=CC=C(C=C1)C#N,-1.62,-5.18,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Cc1ccc(C#N)cc1
P-Tolunitrile,CC1=CC=C(C=C1)C#N,-1.51,-5.07,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,Cc1ccc(C#N)cc1
Paclobutrazol,CC(C)(C)[C@@H]([C@H](CC1=CC=C(C=C1)Cl)N2C=NC=N2)O,1.15,-2.41,18,305.15,Breast Human Skin,Static,aqueous solution,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1
Papaverine Hydrochloride,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC.Cl,-3.05,-6.6,64,310.15,"Surgery, Breast",Modified Franz Cell,Isotonic phosphate buffer solution containing 20% PEG 400,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC.Cl
Paraquat,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,-1.5,-5.06,25,303.15,Human Skin,Static,Physiological saline (0.9%),C[n+]1ccc(-c2cc[n+](C)cc2)cc1
Paraquat,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,-5.03,-8.59,109,305.15,Human Abdominal Skin,Static,PBS,C[n+]1ccc(-c2cc[n+](C)cc2)cc1
Parathion,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],-0.16,-3.72,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
Parathion,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],-3.72,-7.28,29,310.15,Human Cadaver Skin/Back,"Flow-
Through",Eagle’s MEM-BSS (Minimum Essential Medium–Balanced Salt Solution) + Gentamicin,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
Pellitorine,CCCCC/C=C/C=C/C(=O)NCC(C)C,-3.96,-7.52,63,305.15,Surgery,Static Franz Cell,PBS,CCCCC/C=C/C=C/C(=O)NCC(C)C
Pentanoic Acid,CCCCC(=O)O,-2.7,-6.26,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCCCC(=O)O
Pentanoic Acid,CCCCC(=O)O,-2.55,-6.11,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCCCC(=O)O
Pentanol,CCCCCO,1.34,-2.22,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CCCCCO
Pentanol,CCCCCO,-2.22,-5.78,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCCCCO
Pentanol,CCCCCO,-1.98,-5.54,105,305.15,Human Abdominal Skin,Static,PBS,CCCCCO
Perfluorooctanoic Acid,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-1.26,-4.82,61,310.15,Human Abdominal Skin,Flow,HEPES-buffered Hanks Balanced Salt Solution (HBSS),O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorooctanoic Acid,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-4.36,-7.91,61,310.15,Human Abdominal Skin,Flow,HEPES-buffered Hanks Balanced Salt Solution (HBSS),O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Perfluorooctanoic Acid,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,-4.24,-7.79,61,310.15,Human Abdominal Skin,Flow,HEPES-buffered Hanks Balanced Salt Solution (HBSS),O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Pglu-3-Methyl-His-Pro Amide,Not found in PubChem,-4.16,-7.72,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-3.34,-6.9,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-3.35,-6.91,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,0.22,-3.34,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-3.14,-6.7,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenobarbitone,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,-3.34,-6.9,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
Phenol,C1=CC=C(C=C1)O,-2.09,-5.65,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,Oc1ccccc1
Phenol,C1=CC=C(C=C1)O,-1.71,-5.27,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Oc1ccccc1
Phenol,C1=CC=C(C=C1)O,-2,-5.56,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,Oc1ccccc1
Phenol,C1=CC=C(C=C1)O,-1.94,-5.5,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,Oc1ccccc1
Phenylethylamine,C1=CC=C(C=C1)CCN,-3.77,-7.33,105,305.15,Human Abdominal Skin,Static,PBS,NCCc1ccccc1
Phenylglycidyl Ether,C1C(O1)COC2=CC=CC=C2,-2.84,-6.4,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,c1ccc(OCC2CO2)cc1
Phenylpropionic Acid,CC(C1=CC=CC=C1)C(=O)O,-1.37,-4.93,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C(=O)O)c1ccccc1
Phloroglucinol,C1=C(C=C(C=C1O)O)O,-2.31,-5.87,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Oc1cc(O)cc(O)c1
Phloroglucinol,C1=C(C=C(C=C1O)O)O,-2.51,-6.07,107,,Human Skin,,,Oc1cc(O)cc(O)c1
Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,-3.55,-7.11,12,,Human Cadaver Abdominal Skin,Stirred/Side-Bi-Side,PBS,CC(C)NCC(O)COc1cccc2[nH]ccc12
Pirimicarb,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,-0.82,-4.38,27,305.15,Human Skin(Breast/Abdominal),Static/Stirred,0.9% NaCl,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-3.81,-7.37,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-2.46,-6.02,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-3.33,-6.89,107,,Human Skin,,,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
Pranoprofen,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,-3.42,-6.97,59,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
Prazosin Hydrochloride,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,-2.15,-5.71,111,310.15,"Cadaver, Abdomen",Vertical Flow Diffusion Cell,NaCl solution with gentamicin (0.016%),COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
Prednisolone,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,-4.35,-7.91,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
Pregnenolone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,-2.82,-6.38,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Pregnenolone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,-2.34,-5.9,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
Primicarb,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,1,-2.56,18,305.15,Breast Human Skin,Static,aqueous solution,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C
Prochloraz,CCCN(CCOC1=C(C=C(C=C1Cl)Cl)Cl)C(=O)N2C=CN=C2,0.83,-2.73,19,308.15,Abdominal Human Skin,Static,phosphate buffer,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,-2.82,-6.38,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,-1.34,-4.9,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,-1.99,-5.55,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Progesterone,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,-4.18,-7.74,57,305.15,"Surgery, Abdomen",Static Franz Cell,Propylene glycol/PBS 2:3 v/v,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
Propanol,CCCO,-3,-6.56,46,295.15,"Cadaver, Abdomen",Custom Diffusion Chamber,NaCl solution,CCCO
Propanol,CCCO,-2.85,-6.41,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCCO
Propanol,CCCO,-2.92,-6.48,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCO
Propanol,CCCO,-2.77,-6.33,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCCO
Propanol,CCCO,-2.79,-6.35,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,CCCO
Propionic Acid,CCC(=O)O,-2.94,-6.5,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CCC(=O)O
Propoxur,CC(C)OC1=CC=CC=C1OC(=O)NC,0.97,-2.59,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CNC(=O)Oc1ccccc1OC(C)C
Propoxur,CC(C)OC1=CC=CC=C1OC(=O)NC,-2.59,-6.15,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CNC(=O)Oc1ccccc1OC(C)C
Propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,-1.15,-4.71,5,305.15,Abdominal Human Skin,Static,isotonic phosphate buffer,CC(C)NCC(O)COc1cccc2ccccc12
Propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,-2.49,-6.05,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C)NCC(O)COc1cccc2ccccc12
Propranolol-Hcl,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,-4.32,-7.88,62,310.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.005% sodium azide,CC(C)NCC(O)COc1cccc2ccccc12.Cl
Propylene Dichloride,CC(CCl)Cl,-2,-5.56,50,305.15,Human Abdominal Skin,Static,PBS,CC(Cl)CCl
Propylene Glycol Monomethyl Ether,CC(COC)O,-4.01,-7.57,56,,"Surgery, Abdomen",Flow Through Franz Cell,Physiological solution NaCl 0.9%,COCC(C)O
Propylene Glycol N-Butyl Ether,CCCCOCC(C)O,-4.6,-8.16,56,,"Surgery, Abdomen",Flow Through Franz Cell,Physiological solution NaCl 0.9%,CCCCOCC(C)O
Propylene Oxide,CC1CO1,-3.05,-6.61,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC1CO1
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,-1.88,-5.44,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCOC(=O)c1ccc(O)cc1
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,-1.85,-5.41,107,,Human Skin,,,CCCOC(=O)c1ccc(O)cc1
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,-1.19,-4.75,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCCOC(=O)c1ccc(O)cc1
Propylparaben,CCCOC(=O)C1=CC=C(C=C1)O,-1.2,-4.76,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CCCOC(=O)c1ccc(O)cc1
Propylparaben (Pbs - Experiment 2),CCCOC(=O)C1=CC=C(C=C1)O,1.46,-2.1,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CCCOC(=O)c1ccc(O)cc1
